FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2510,65232,Restauração do Casarão da Escola de Direito Miranda Osório,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PI,PARNAÍBA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-41.777 -2.905),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-250f,65233,Restauração do Antigo Sobrado Dona Auta,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PI,PARNAÍBA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-41.777 -2.905),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-250e,65234,Restauração do Sobrado do Museu Simplício Dias - Etapa final,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PI,PARNAÍBA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-41.777 -2.905),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-250d,65235,Restauração das Igrejas de N. S. da Graça- N. S. do Rosário- Capela de N. S. do Monte Serrate,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PI,PARNAÍBA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-41.777 -2.905),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-250c,65236,Restauração do Armazém Macedo e Barracão Anexo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PR,ANTONINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-48.712 -25.429),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-250b,65237,Restauração do Sobrado da Prefeitura Municipal e anexo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PR,ANTONINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.712 -25.429),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-250a,65238,Conservação e Revitalização da Estação Ferroviária e do Entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PR,ANTONINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.712 -25.429),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2509,65239,Restauração da Fonte da Laranjeira e Requalificação do Largo da Fonte e entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PR,ANTONINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.712 -25.429),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2508,65240,Restauração da Fonte da Carioca e Requalificação do Largo da Carioca e entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,PR,ANTONINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.712 -25.429),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2507,65241,Restauração do Santuário de Nossa Senhora do Pilar e requalificação do entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PR,ANTONINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.712 -25.429),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2506,65242,Restauração da Igreja do Senhor Bom Jesus do Saiva e requalificação do entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PR,ANTONINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.712 -25.429),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2505,65243,Restauração da Igreja de São Benedito e requalificação do entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PR,ANTONINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.712 -25.429),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2504,65244,Requalificação do entorno do Passeio Público - Bairro Serrador,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2503,65245,Restauração do Antigo Automóvel Clube - Centro de Representação da Cidade do Rio de Janeiro nos Eventos Internacionais,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2502,65246,Complementação Lapa Legal - Requalificação de espaços públicos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2501,65247,Restauração do Palácio Gustavo Capanema - Centro Lúcio Costa,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RJ,RIO DE JANEIRO,--,,Em obras,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-2500,65248,Restauração da Biblioteca Nacional - (Instalações Elétricas),Cidade Melhor,Cidades Históricas,Ministério da Cultura,FBN,RJ,RIO DE JANEIRO,--,,Em obras,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ff,65249,"""Restauração do Museu Nacional de Belas Artes  - Fase II - """"""""Alegoria às Artes""""""""""",Cidade Melhor,Cidades Históricas,Ministério da Cultura,IBRAM,RJ,RIO DE JANEIRO,--,,Em obras,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24fe,65250,Restauração da Antiga Sede das Docas - Av. Rio Branco- 46 - IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24fd,65251,Restauração de Casarão na Praça da República- 22 - Centro Nacional de Arqueologia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24fc,65252,Restauração do Museu da República e seu Jardim Histórico,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IBRAM,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24fb,65253,Restauração do Museu Histórico Nacional,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IBRAM,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24fa,65254,Restauração e implantação do Museu do Trem,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f9,65255,Restauração de Bicas e Chafarizes do Rio de Janeiro (Lagarto- Paulo Fernandes e Riachuelo),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RJ,RIO DE JANEIRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.208 -22.903),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f8,65256,Restauração da antiga Casa do Barão de Vassouras (c. 1850) - Casa do Patrimônio e sede do IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RJ,VASSOURAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.663 -22.404),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f7,65257,Restauração do antigo Fórum na Casa do Barão do Ribeirão (1860) - Centro de Memória Documental (Arquivo Público Municipal) e Biblioteca Maurício de Lacerda,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RJ,VASSOURAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.663 -22.404),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f6,65258,Restauração do Casarão da Associação de Paroquianos de Vassouras - ASEPAVA (c. 1850),Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RJ,VASSOURAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.663 -22.404),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f5,65259,Restauração do Casarão da Casa de Cultura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RJ,VASSOURAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.663 -22.404),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f4,65260,Restauração do Casarão do Museu Casa da Hera e anexos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IBRAM,RJ,VASSOURAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.663 -22.404),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f3,65261,Restauração dos sete chafarizes do Centro Histórico (1842 a 1872),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RJ,VASSOURAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.663 -22.404),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f2,65262,Restauração da Antiga Oficina  - Centro Integrado das Artes e Esportes,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RJ,VASSOURAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.663 -22.404),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f1,65263,Restauração do Casarão do Asilo Barão do Amparo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RJ,VASSOURAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-43.663 -22.404),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24f0,65264,Restauração do Forte dos Reis Magos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ef,65265,Restauração do Palácio Felipe Camarão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ee,65266,Requalificação das Praças do Centro Histórico,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ed,65267,Restauração do Casarão do Aquivo Arquidiocesano,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ec,65268,Restauração do Casarão da Escola de Danças do Teatro Alberto Maranhão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24eb,65269,Restauração do Antigo Grupo Escolar Augusto Severo - Núcleo de extensão UFRN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ea,65270,Reabilitação do Antigo Hotel Central - habitação de interesse social,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e9,65271,Restauração do Antigo Armazém Real da Capitania - Casa do Patrimônio,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e8,65272,Restauração do edifício da SEMUT,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e7,65273,Restauração do Teatro Alberto Maranhão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,RN,NATAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-35.209 -5.795),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e6,65274,Implantacão de sistema de protecão contra descargas atmosféricas nas Ruínas de São Miguel,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RS,SÃO MIGUEL DAS MISSÕES,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-54.554 -28.563),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e5,65275,A Implantação do Complexo Cultural do Sítio de São Miguel Arcanjo: Sede do Iphan- anexo do Museu das Missões- Centro de Atendimento ao Turista e Centro de Interpretação das Missões e Centro Cultural - Mapeamento tridimensional - Destaque,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RS,SÃO MIGUEL DAS MISSÕES,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-54.554 -28.563),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e4,65276,Requalificação urbanística do entorno do Sítio Arqueológico de São Miguel Arcanjo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RS,SÃO MIGUEL DAS MISSÕES,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-54.554 -28.563),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e3,65277,Requalificação da Praça da Matriz e restauração do Monumento à Júlio de Castilhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PORTO ALEGRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e2,65278,Finalização da requalificação da Praça da Alfândega,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PORTO ALEGRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e1,65279,Finalização da restauração do Casarão da Pinacoteca Rubem Berta,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PORTO ALEGRE,--,,Em obras,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24e0,65280,Finalização da obra de restauração do Palacete Argentina e anexo - IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RS,PORTO ALEGRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24df,65281,Restauração do Museu Júlio de Castilhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,RS,PORTO ALEGRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24de,65282,Etapa final da restauração do Museu de Comunicação Social Hipólito José da Costa,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,RS,PORTO ALEGRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24dd,65283,Restauração do Museu de Arte do Rio Grande do Sul,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,RS,PORTO ALEGRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24dc,65284,Restauração da antiga sede dos Correios  - Memorial do Rio Grande do Sul e o Arquivo Histórico do Rio Grande do Sul,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,RS,PORTO ALEGRE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24db,65285,Restauração do Mercado Público,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PORTO ALEGRE,--,,Em obras,30 de Junho de 2015,POINT (-51.23 -30.033),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24da,65286,Restauração do Theatro Sete de Abril,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PELOTAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-52.343 -31.772),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d9,65287,Implantação do Museu da Cidade de Pelotas (Casa 6),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PELOTAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-52.343 -31.772),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d8,65288,Requalificação da Pça. Cel. Pedro Osório e travessias acessíveis (Etapa final),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PELOTAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-52.343 -31.772),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d7,65289,Etapa final da restauração da Casa 2 - Centro Cultural Adail Bento Costa,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PELOTAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-52.343 -31.772),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d6,65290,Etapa final da obra do Antigo Grande Hotel,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,RS,PELOTAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-52.343 -31.772),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d5,65291,Restauração dos galpões anexos à Estação Férrea - Centro Administrativo Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,PELOTAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-52.343 -31.772),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d4,65292,Finalização da restauração da Antiga Enfermaria Militar - Centro de Interpretação do Pampa - Unipampa,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Universidade Federal,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d3,65294,Restauração da Igreja Matriz do Divino Espírito Santo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d2,65295,Restauração do Mercado Público Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,JAGUARÃO,--,,Em obras,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d1,65296,Restauração do Antigo Fórum - Casa de Cultura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24d0,65297,Restauração da Antiga Inspetoria Veterinária,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado- IPHAN,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24cf,65298,Restauração do Casarão da Prefeitura Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ce,65299,Requalificação da Praça Dr. Alcides Marques e Largo das Bandeiras,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24cd,65300,Restauração do Casarão do Clube Jaguarense,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24cc,65301,Restauração do Casarão Clube Social 24 de Agosto,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24cb,65302,Restauração do Cine Regente,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,JAGUARÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-53.376 -32.566),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ca,65303,Restauração da Antiga Alfândega  - instalação da Casa do Patrimônio,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SC,FLORIANÓPOLIS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.549 -27.597),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c9,65304,Restauração do Sistema de Fortificações da Ilha de Santa Catarina - Fortalezas de Anhatomirim- Araçatuba- Ratones- Santana- Santa Bárbara- São João- São José da Ponta Grossa e Marechal Moura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SC,FLORIANÓPOLIS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.549 -27.597),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c8,65305,Restauração do Sobrado do Museu Victor Meirelles e anexo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SC,FLORIANÓPOLIS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.549 -27.597),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c7,65306,Restauração da Ala Sul do Mercado Público Municipal - requalificação urbana do entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SC,FLORIANÓPOLIS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.549 -27.597),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c6,65307,Requalificação Urbanística do Centro Histórico - 1a. Etapa - R Raulino Horn e Largo do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SC,LAGUNA,--,,Em obras,30 de Junho de 2015,POINT (-48.781 -28.483),0
